Date,City,Cause of Death
12/1/2013,Angeles City -  Pampanga -  Philippines,Veh. Accid-Motorcy.
12/9/2013,Cebu City -  Cebu -  Philippines,Suicide
12/23/2013,San Fernando La Union -  Philippines,Veh. Accid-Auto
1/18/2014,Manila,Homicide
1/30/2014,Subic - Zambales,Other Accident
2/1/2014,Banaue - Ifuago,Other Accident
2/15/2014,Dapitan City - Zamboanga Del Norte,Veh. Accid-Motorcy.
2/19/2014,Angeles City -  Pampanga,Suicide
3/18/2014,Castillejos - Zambales,Veh. Accid-Auto
3/20/2014,Pasig City - Metro Manila,Suicide
3/25/2014,Mondragon - Northern Samar,Homicide
4/9/2014, Gorordo Ave. - Cebu,Suicide
4/16/2014, Alamada - Cotabato,Homicide
4/20/2014,Cebu City,Other Accident
5/8/2014,Makati City,Suicide
5/9/2014,Bauang - La Union,Drowning
7/3/2014,Bacoor -  Cavite,Suicide
7/5/2014,Bgy. Bangkal -  Makati,Homicide
7/12/2014,Dumaguete City - Negros Oriental,Veh. Accid-Motorcy.
7/18/2014,Mabalacat City - Pampanga,Veh. Accid-Motorcy.
7/28/2014,Santo Tomas - Batangas,Homicide
8/2/2014,Lemery -  Batangas,Drowning
8/5/2014,Mabalacat -  Pampanga,Veh. Accid-Motorcy.
8/8/2014,Makati City - Metro Manila,Suicide
8/13/2014,Caloocan City - Metro Manila,Suicide
8/13/2014,Caloocan City - Metro Manila,Homicide
11/19/2014, Makati - Metro Manila,Suicide
11/24/2014,Dumaguete City - Negros Oriental,Veh. Accid-Motorcy.
11/30/2014,San Joaquin -  Mabalacat,Homicide
1/1/2015,Bulacan,Veh. Accid-Auto
1/1/2015,Bulacan,Veh. Accid-Auto
1/1/2015,Quezon,Homicide
1/3/2015,Nueva Ecija,Veh. Accid-Motorcy.
1/5/2015,Naic -  Cavite,Homicide
1/10/2015,Angeles City,Homicide
1/28/2015,Bacolod,Homicide
1/29/2015,Baguio City,Homicide
2/1/2015,Quezon,Homicide
2/12/2015,Bacolod,Veh. Accid-Auto
2/15/2015,Bulacan,Homicide
2/27/2015,Bulalacao -  Oriental Mindoro,Veh. Accid-Motorcy.
3/10/2015,Kalibo -  Aklan,Veh. Accid-Motorcy.
3/11/2015,Ormoc City -  Leyte,Homicide
3/15/2015,Pangasinan,Other Accident
4/5/2015,Pampanga,Suicide
8/4/2015,Murcia - Negros Occ.,Homicide
8/4/2015,Murcia - Negros Occ.,Homicide
9/27/2015,Lagundi - Mexic,Homicide
11/17/2015,Zamboangita,Homicide
11/20/2015,Dumaguete City,Veh. Accid-Motorcy.
12/3/2015,Bacolod Cit,Homicide
12/6/2015,Tagum,Veh. Accid-Motorcy.
12/24/2015,Pampanga,Other Accident
12/26/2015,San Carlos Cit,Suicide
12/29/2015,Dumaguete Cit,Homicide
1/9/2016,Ormoc City,Drowning
1/14/2016,Silang,Homicide
1/26/2016,Cebu City,Suicide
2/14/2016,Lipa,Veh. Accid-Motorcy.
2/17/2016,Muntinlupa City,Other Accident
2/18/2016,Upper Puerto,Suicide
3/8/2016,General Trias,Homicide
3/17/2016,Cebu City,Homicide
4/6/2016,Davao del Norte,Homicide
5/1/2016,Pangasinan,Homicide
7/15/2016,Cebu City,Suicide
8/28/2016,Calatagan - Batangas,Drowning
9/6/2016,Bacoor -  Cavite,Homicide
9/13/2016,San Alejandro -  Santa Maria - Pangasinan,Homicide
10/31/2016,Cebu City,Veh. Accid-Motorcy.
11/26/2016,Leyte,Homicide
12/27/2016,San Pedro -  Leguna,Suicide
1/6/2017,Illocos Sur,Veh. Accid-Other
1/17/2017,Zambales,Veh. Accid-Motorcy.
2/1/2017,Manila,Homicide
2/4/2017,Pangasinan,Homicide
2/13/2017,Pangasinan,Homicide
2/17/2017,La Union,Veh. Accid-Bus
2/25/2017,Dumaguete City,Veh. Accid-Motorcy.
3/10/2017,Biliran,Homicide
3/28/2017,Pangasinan,Homicide
5/5/2017,Palawan,Homicide
5/20/2017,Davao City,Veh. Accid-Auto
6/3/2017,Ilocos Norte,Homicide
6/20/2017,Laguna,Homicide
9/20/2017,Tagum City -  Davao Del Norte,Veh. Accid-Auto
10/2/2017,Samboan -  Cebu,Drowning
10/20/2017,Manila,Other Accident
11/15/2017,Manila,Homicide
12/3/2017,Candelaria -  Quezon,Homicide
12/5/2017,Cebu City,Suicide
12/30/2017,Dingras -  Ilocos Norte,Other Accident
1/20/2018,Alegria -  Cebu,Veh. Accid-Auto
1/20/2018,Alegria -  Cebu,Veh. Accid-Auto
1/20/2018,Alegria -  Cebu,Veh. Accid-Auto
1/20/2018,Alegria -  Cebu,Veh. Accid-Auto
1/20/2018,Alegria -  Cebu,Veh. Accid-Auto
1/20/2018,Alegria -  Cebu,Veh. Accid-Auto
1/21/2018,Baclayon -  Bohol,Homicide
2/6/2018,Dumaguete CIty -  Negros Oriental,Suicide
3/23/2018,Angeles City -  Pampanga,Homicide
5/9/2018,Ormoc City -  Leyte,Veh. Accid-Motorcy.
5/15/2018,Silay City -  Negros Occidental,Homicide
7/17/2018,Baguio City -  Benguet,Homicide
8/5/2018,Rizal -  Occidental Mindoro,Homicide
8/13/2018,City of Gentrias -  Cavite,Undetermined/Unknown
8/13/2018,Dalaguete -  Cebu,Drowning
10/8/2018,Olongo City -  Zambales Province,Homicide
11/7/2018,Angeles City -  Pampanga,Suicide
11/19/2018,Makati City -  Metro Manila,Undetermined/Unknown
11/20/2018,Bamban -  Tarlac,Homicide
11/20/2018,Bamban -  Tarlac,Homicide
12/11/2018,Guagua -  Pampanga,Veh. Accid-Auto
12/15/2018,Bacong -  Negros Oriental ,Suicide
12/21/2018,Concepcion Uno -  Marikina City,Homicide
1/7/2019,El Nido -  Philippines,Drowning
3/15/2019,Dagupan City -  Philippines,Homicide
3/16/2019,Tagum City -  Philippines,Air Accident
4/17/2019,Calatagan -  Philippines,Suicide
5/28/2003,Sandomierz -  Poland,Other Accident
7/16/2003,Gdynia -  Poland,Veh. Accident-Auto
2/25/2004,Wroclaw -  Poland,Suicide
2/29/2004,Katowic-ochojec -  Poland,Homicide
7/24/2004,Krzywa -  Poland,Veh. Accident
9/4/2004,Chrosnica -  Poland,Drowning
11/8/2004,Swieta Kataryzna -  Poland,Suicide
11/22/2004,Wroclaw -  Poland,Suicide
7/3/2005,Krakow -  Poland,Other Accident
7/4/2005, gliwice -  Poland,Other Accident
8/4/2005,Poznan -  Poland,Suicide
8/19/2005,The Intersection Of The Streets Warsaw-rembertow -  Warsaw -  Poland,Veh. Accident-Auto
10/18/2005,The Goclaw Channel -  Warsaw -  Poland,Drowning
7/10/2006,Dolnoslaskie -  Poland,Suicide
8/26/2006,Jeleniowo -  Drwierzuty -  Poland,Drowning
9/7/2006,Warsaw -  Poland,Homicide
3/11/2007,Puszcza Kampinoska -  Mariew -  Poland,Suicide
9/22/2007,Ostrowiec Swietokryski -  Poland,Veh. Accid-Auto
1/8/2008,Nieborow -  Poland,Suicide
2/8/2008,Bagienice -  Poland,Suicide
8/18/2008,Murczyin -  Poland,Veh. Accid-Auto
8/18/2008,Murczyin -  Poland,Veh. Accid-Auto
8/18/2008,Murczyn -  Poland,Veh. Accid-Auto
8/18/2008,Murczyn -  Poland,Veh. Accid-Auto
9/3/2008,Dobrzewino -  Poland,Suicide
11/17/2008,Sluzejow -  Poland,Suicide
1/25/2009,Mragowo -  Poland,Other Accident
2/14/2009,Lodz -  Poland,Suicide
6/20/2009,Jedrzychowice -  Poland,Veh. Accid-Auto
7/23/2009,Sulkowice -  Poland,Suicide
8/3/2009,Skierniewice. Poland,Veh. Accid-Auto
11/18/2009,Wroclaw -  Poland,Suicide
4/27/2010,Poznan -  Poland,Other Accident
7/19/2010,Krakow -  Poland,Veh. Accid-Auto
11/18/2010,Szczawno Zdroj -  Poland,Suicide
1/1/2011,Sopot -  Poland,Suicide
7/29/2011,Jablonowo Pomorskie -  Poland,Suicide
9/20/2011,Gdansk -  Poland,Suicide
3/3/2012,Chalupki -  Chalupki -  Poland,Vehicle Accident - Train
9/13/2012,Oleksin -  Poland,Vehicle Accident - Pedestrian
5/5/2013,Nur -  Poland,Suicide
8/31/2013,Warsaw -  Poland,Veh. Accid-Motorcy.
9/26/2013,Lopon -  Poland,Veh. Accid-Auto
3/22/2014,Psary,Suicide
10/30/2014,Gdansk,Suicide
11/16/2014,Mszczonow,Veh. Accid-Auto
11/20/2014,Sokolka,Other Accident
4/25/2015,Wroclaw,Suicide
6/2/2015,Pruszkow,Homicide
6/8/2015,Krakow -  Malopolska,Drowning
10/10/2015,Wierzchoslaw,Suicide
10/28/2015,Warsaw,Suicide
2/15/2016,Raciborz,Suicide
1/9/2017,Warsaw,Veh. Accid-Pedestr.
6/27/2017,Lublin,Suicide
8/8/2017,Tychy,Veh. Accid-Auto
12/6/2017,Warsaw,Veh. Accid-Pedestr.
1/16/2018,Warsaw -  Masovia,Suicide
6/29/2018,Jablonka -  Lesser Poland Voivodeship,Veh. Accid-Auto
8/14/2018,Krakow,Suicide
11/3/2018,Skomlin -  Wielun,Other Accident
11/3/2018,Skomlin -  Wielun,Other Accident
6/6/2019,Krakow -  Poland,Suicide
6/24/2019,Myszyniec Stary -  Poland,Veh. Accid-Auto
6/26/2019,Olsztyn -  Poland,Veh. Accid-Auto
11/4/2003,Parrish Of Pena -  Lisboa -  Portugal,Homicide
11/4/2003,Sao Miguel -  Azores -  Portugal,Suicide
10/23/2004,Porto -  Portugal,Suicide
10/23/2004,Porto -  Portugal,Suicide
5/13/2005,S Joao Do Estoril -  Portugal,Train Accident
9/29/2006,Azores -  Portugal,Other Accident
12/19/2008,Oliveira De Frades - oliveira De Frades -  Portugal,Veh. Accid-Auto
12/19/2008,Oliveira De Frades - oliveira De Frades -  Portugal,Veh. Accid-Auto
11/19/2009,Lisbon -  Portugal,Drug-Related
12/4/2009,Bombarral - Bombarral -  Portugal,Homicide
4/16/2010,Sao Paio -  Portugal,Disaster
7/29/2010,Torres Vedras -  Portugal,Veh. Accid-Motorcy.
10/23/2010,Lisbon -  Portugal,Suicide
10/26/2010,Lisboa -  Portugal,Other Accident
7/19/2011,Concelho De Faro -  Faro-Se -  Portugal,Veh. Accid-Auto
9/18/2011,Amada -  Portugal,Other Accident
9/15/2012,Celorico Da Beira -  Portugal,Vehicle Accident - Auto
9/20/2012,Faro -  Portugal,Other Accident
9/24/2012,Pousos -  Portugal,Other Accident
5/31/2013,Lagos -  Portugal,Suicide
7/17/2013,Barcelos -  Portugal,Veh. Accid-Other
1/8/2014,Alcobaca,Other Accident
8/15/2014,Aveiro,Suicide
10/2/2014,Lisbon,Other Accident
10/19/2014,Setubal,Other Accident
9/23/2015,Portimao,Other Accident
5/20/2016,Viseu,Veh. Accid-Auto
6/27/2016,Vila Real,Other Accident
2/10/2004,Doha -  Qatar,Veh. Accident-Auto
9/6/2004,Doha -  Qatar,Veh. Accident-Other
2/9/2007,Doha -  Qatar,Other Accident
12/29/2007,Doha -  Qatar,Veh. Accid-Auto
4/13/2008,Al Khor -  Qatar,Suicide
6/26/2010,Doha -  Qatar,Maritime Accident
2/2/2011,Doha -  Qatar,Suicide
5/5/2011,Doha -  Qatar,Other Accident
5/28/2012,Doha -  Qatar,Other Accident
6/28/2012,Doha -  Qatar,Drowning
9/11/2012,Al Wakra -  Qatar,Homicide
9/11/2012,Al Wakra -  Qatar,Homicide
9/11/2012,Al Wakra -  Qatar,Homicide
9/11/2012,Al Wakra -  Qatar,Homicide
10/7/2012,Doha -  Qatar,Suicide
11/15/2012,Doha -  Qatar,Homicide
10/13/2013,Doha -  Qatar,Veh. Accid - Auto
2/14/2015,DOHA,Veh. Accid-Auto
12/21/2016,Doha,Veh. Accid
2/25/2017,Doha,Suicide
3/15/2019,Doha -  Qatar,Drug-Related
4/23/2019,Doha -  Qatar,Suicide
10/8/2002,Pietroasele -  Romania,Veh. Accident-Auto
11/2/2002,Bucharest -  Romania,Homicide
1/17/2003,Bucharest -  Romania,Other Accident
1/27/2003,Vilcea County -  Romania,Other Accident
12/8/2004,Bacau -  Romania,Suicide
2/11/2005,Bucharest -  Romania,Veh. Accident-Auto
7/13/2005,Bucharest -  Romania,Suicide
8/22/2005,Mihai Viteazu -  Constanta -  Romania,Veh. Accident-Auto
11/19/2005,Danube River -  Near Tulcea -  Romania,Maritime Accident
6/23/2007,Busteni -  Romania,Other Accident
1/30/2010,Timisoara - Timis,Other Accident
1/30/2010,Timisoara - Timis,Other Accident
9/30/2010,Prahova -  Romania,Suicide
5/22/2011,Hunedoara County -  Romania,Other Accident
10/9/2011,Bucharest -  Romania,Homicide
4/6/2012,Sibiu -  Romania,Vehicle Accident - Auto
6/20/2013,Bucharest -  Romania,Suicide
6/20/2013,Curtea De Arges -  Romania,Suicide
8/4/2013,Neamt County -  Romania,Veh. Accid-Auto
10/6/2013,Drobeta-Turnu-Severin -  Mehedinti -  Romania,Other Accident
9/30/2014,Bucharest,Suicide
12/21/2015,Bucharest,Other Accident
9/14/2017,Lugoj -  Timis,Veh. Accid-Auto
9/14/2017,Lugoj -  Timis,Veh. Accid-Auto
5/16/2018,Blajel -  Sibiu County,Suicide
6/6/2018,Bucegi Mountains -  Busteni - Prahova,Other Accident
2/15/2019,Orsova  -  Romania,Veh. Accid-Other
10/26/2002,Moscow -  Russia,Terrorist Action
2/5/2003,Rostov-na-don -  Russia,Other Accident
3/25/2003,Moscow -  Russia,Homicide
5/8/2003,Moscow -  Russia,Suicide
11/17/2003,Moscow -  Russia,Homicide
12/6/2003,Krasnoyarsk -  Russia,Veh. Accident-Auto
5/6/2004,Moscow -  Russia,Other Accident
6/1/2004,46th Km Of The Railway Leading To Vyritsa -  Lenigrad Region -  Russia,Train Accident
7/9/2004,Moscow -  Russia,Homicide
6/27/2005,Moscow -  Russia,Other Accident
12/7/2005,Moscow -  Russia,Homicide
6/2/2006,Tyumen -  Russia,Other Accident
8/7/2006,Moscow -  Russia,Veh. Accident-Auto
3/8/2007,Moscow City Highway -  27 Km -  Vidnoe -  Leninskiy District -  Moscow Region -  Russia,Veh. Accident-Auto
6/15/2007, kratovo -  Russia,Veh. Accident-Train
7/7/2007,Irkutsk -  Russia,Veh. Accid-Auto
7/8/2007,Anapa -  Russia,Drowning
7/12/2007,Vyborg District -  Leningrad Region -  Russia,Drowning-River
1/27/2008,Bolshaya Halan Village -  Russia,Suicide
7/19/2008,St Petersburg -  Russia,Suicide
7/17/2009,Sosnovskiy District - Chelyabinskaya Oblast -  Russia,Drowning
11/12/2009,St. Petersburg -  Russia,Suicide
11/26/2009,Moscow -  Russia,Other Accident
4/10/2010,Russia,Air Accident
6/16/2010,St. Petersburg -  Russia,Veh. Accid-Train
8/10/2010,Kolomna -  Russia,Suicide
8/17/2010,Chekhovsky Distirct - Moscow -  Russia,Other Accident
5/25/2011,Moscow -  Russia,Suicide
6/20/2011,Petrozavodsk - Republic Of Karelia -  Russia,Air Accident
6/20/2011,Petrozavodsk - Republic Of Karelia -  Russia,Air Accident
9/7/2011,Yeroslavl Region -  Russia,Air Accident
2/9/2012,St. Petersburg -  Russia,Suicide
3/6/2012,Yekaterinburg -  Sverdlovskaya Oblast -  Russia,Homicide
1/19/2013,Nizhniy Novgorod -  Russia,Suicide
4/2/2013,Vladivostok -  Russia,Veh. Accid-Pedestr.
8/5/2013,St. Petersburg -  Russia,Drug-Related
8/7/2013,Moscow -  Russia,Other Accident
11/21/2013,Irkutsk City -  Russia,Veh. Accid-Auto
1/1/2014,Moscow,Homicide
7/24/2014,Golchanovo Village,Veh. Accid-Other
9/21/2014,Kirovskiy District - Leningrad Region,Homicide
11/11/2014,Mosco,Suicide
7/14/2015,Andreyevka Village,Suicide
9/16/2015,Moscow,Other Accident
1/10/2016,St. Petersburg,Other Accident
2/10/2016,Nizhniy Novgorod,Other Accident
3/27/2016,Arshan -  Buryatia,Other Accident
7/22/2016,Moscow,Suicide
8/23/2016,Lakhdenpokhsky District -  Republic of Karelia,Veh. Accid-Auto
12/24/2016,Moscow,Suicide
12/25/2016,Black Sea,Air Accident
4/24/2017,Moscow,Other Accident
10/30/2017,Moscow,Other Accident
5/28/2018,Moscow -  Central District,Other Accident
2/24/2019,St Petersburg -  Russia,Veh. Accid-Auto
5/5/2019,Moscow -  Russia,Air Accident
5/26/2019,Moscow -  Russia,Suicide
8/3/2010,Kigali -  Rwanda,Veh. Accid-Auto
5/24/2016,Kigali,Other Accident
11/22/2017,Tobago Cays -  Union Island,Drowning
10/3/2002,Hofouf -  Eastern Province - saudi Arabia,Veh. Accident-Auto
12/3/2002,Taif -  Saudi Arabia,Veh. Accident-Auto
2/24/2003,Riyadh -  Saudi Arabia,Veh. Accident-Auto
5/12/2003,Riyadh -  Saudi Arabia,Terrorist Action
5/12/2003,Riyadh -  Saudi Arabia,Terrorist Action
5/12/2003,Riyadh -  Saudi Arabia,Terrorist Action
5/12/2003,Riyadh -  Saudi Arabia,Terrorist Action
5/12/2003,Riyadh -  Saudi Arabia,Terrorist Action
5/12/2003,Riyadh -  Saudi Arabia,Terrorist Action
5/12/2003,Riyadh -  Saudi Arabia,Terrorist Action
5/12/2003,Riyadh -  Saudi Arabia,Terrorist Action
5/17/2003,Riyadh -  Saudi Arabia,Veh. Accident-Auto
5/27/2003,Riyadh -  Saudi Arabia,Terrorist Action
12/25/2003,Yanbu -  Saudi Arabia,Veh. Accident-Auto
5/1/2004,Yanbu -  Saudi Arabia,Terrorist Action
5/1/2004,Yanbu -  Saudi Arabia,Terrorist Action
5/29/2004,Alkhobar -  Saudi Arabia,Terrorist Action
6/8/2004,Riyadh -  Saudi Arabia,Terrorist Action
6/12/2004,Riyadh -  Saudi Arabia,Terrorist Action
1/12/2006,Makkah -  Saudi Arabia.,Other Accident
1/26/2007,Haradh/al-ahsa Road 5 Km -  Udhailiyah -  Eastern Province -  Saudi Arabia,Veh. Accident-Auto
2/24/2007, al-khobar -  Eastern Province,Homicide
6/16/2007,Dhahran -  Eastern Province -  Saudi Arabia,Veh. Accident-Auto
7/7/2007,Makkah -  Saudi Arabia.,Homicide
8/14/2007,Dhahran -  Eastern Province Saudi Arabia,Suicide
11/3/2007,Harad Dammam Road -  Udhailiyah -  Eastern Province,Veh. Accid-Auto
12/16/2007,Dharhan -  Eastern Province -  Saudi Arabia,Drowning
1/23/2008,Saudi Arabia,Veh. Accid-Auto
1/27/2008,Makkah Road -  Makkah -  Saudi Ararbia,Veh. Accid-Auto
12/5/2008,Tabuk -  Saudi Arabia,Suicide
5/29/2009,Jeddah -  Saudi Arabia,Veh. Accid-Auto
9/10/2009,Rabigh -  Saudi Arabia,Veh. Accid-Auto
9/10/2009,Rabigh -  Saudi Arabia,Veh. Accid-Auto
11/25/2009,Jeddah -  Saudi Arabia,Drowning
11/25/2009,Jubail -  Saudi Arabia,Veh. Accid-Pedestr.
3/26/2010,Khamis Mushayt -  Suadi Arabia,Drowning
6/18/2010,Dammam -  Suadi Arabia,Veh. Accid-Pedestr.
6/22/2010,Makkah -  Suadi Arabia,Other Accident
8/13/2010,Uray'Irah -  Uray'Irah -  Saudi Arabia,Veh. Accid-Auto
8/13/2010,Uray'Irah -  Uray'Irah -  Saudi Arabia,Veh. Accid-Auto
8/13/2010,Uray'Irah -  Uray'Irah -  Saudi Arabia,Veh. Accid-Auto
8/28/2010,Rabigh -  Rabigh -  Saudi Arabia,Veh. Accid-Auto
1/10/2011,Riyadh -  Saudi Arabia,Homicide
4/18/2011,Riyadh -  Saudi Arabia,Veh. Accid-Pedestr.
6/11/2011,Madinah -  Saudi Arabia,Suicide
7/9/2011,Al-Hofuf -  Al Hassa -  Saudi Arabia,Veh. Accid-Auto
7/22/2011,Al Khobar -  Saudi Arabia,Drowning
10/25/2011,Riyadh -  Saudi Arabia,Suicide
5/4/2012,Thuwal -  Saudi Arabia,Drowning
11/25/2012,Khamis Mushayt -  Saudi Arabia,Other Accident
12/24/2012,Dhahran -  Saudia Arabia,Vehicle Accident - Auto
12/26/2012,Riyadh -  Saudi Arabia,Vehicle Accident - Auto
1/24/2013,Madinah -  Saudi Arabia,Veh. Accid-Auto
2/12/2013,Taif -  Saudi Arabia,Veh. Accid-Auto
9/19/2013,Riyadh -  Central -  Saudi Arabia,Veh. Accid- Pedestr
1/7/2014,Bisha -  Asir,Suicide
7/6/2014,Jeddah,Veh. Accid-Auto
10/14/2014,Riyadh,Homicide
1/15/2015,Makarem Hotel -  Tabouk,Suicide
7/9/2015,Khamis Mushayt,Veh. Accid-Auto
9/14/2015,Dammam,Veh. Accid-Auto
9/14/2015,Dhahran,Veh. Accid-Auto
11/29/2015,Riyadh,Suicide
2/21/2016,Dhahran,Veh. Accid-Auto
4/12/2016,Madinah,Veh. Accid-Auto
4/12/2016,Madinah,Veh. Accid-Auto
6/20/2016,Riyadh,Veh. Accid-Auto
2/7/2017,Eastern Province,Unknown/Undetermined
3/4/2017,Riyadh,Unknown/Undetermined
7/24/2017,Makkah -  Makkah,Veh. Accid-Auto
8/18/2017,Riyadh -  Riyadh,Other Accident
8/28/2017,Makkah -  Makkah,Veh. Accid-Auto
10/28/2017,Jeddah -  Makkah,Veh. Accid-Pedestr.
8/13/2018,Al-Khobar -  Eastern Province,Suicide
9/6/2018,Riyadh -  Riyadh Province,Air Accident
10/14/2018,Al-Khobar -  Eastern Province,Homicide
9/20/2003,Dakar -  Senegal,Other Accident
12/20/2005,Dakar -  Senegal,Other Accident
3/28/2011,Heinrich Libke -  Diourbel -  Senegal,Veh. Accid-Auto
11/5/2012,Kaffrine -  Senegal,Vehicle Accident - Bus
11/9/2012,Kaolack -  Senegal,Vehicle Accident - Bus
9/10/2017,Dakar,Veh. Accid-Auto
11/10/2005,Road M-22 -  Village Of Gukos -  Serbia And Montenegro,Veh. Accident-Auto
7/27/2008,Belgrade -  Serbia,Other Accident
12/27/2012,Belgrade -  Serbia,Other Accident
6/4/2004,Beau Vallon -  Seychelles,Other Accident
11/25/2003,Bo-kenema Highway -  Outside Of Kenema -  Sierra Leone,Veh. Accident-Auto
12/6/2008,Freetown -  Bo City -  Sierra Leone,Veh. Accid-Auto
12/28/2015,Freetown,Veh. Accid-Auto
7/4/2017,Freetown,Homicide
6/1/2019,Bo -  Sierra Leone,Veh. Accid-Bus
6/3/2019,Freetown -  Sierra Leone,Veh. Accid-Auto
3/11/2003,Singapore,Suicide
4/1/2003,Singapore,Suicide
7/19/2006,Gallop Gables -  Singapore,Suicide
7/19/2006,Gallop Gables -  Singapore,Suicide
9/21/2006,Singapore,Other Accident - Fall
9/21/2006,Singapore,Other Accident-Fall
8/1/2007,Singapore,Drug-Related
8/3/2008,Siingapore -  Singapore,Suicide
1/2/2010,Singapore,Suicide
9/6/2010, Singapore -  Singapore,Other Accident
10/22/2010,Singapore -  Singapore,Veh. Accid-Motorcy.
11/24/2010,Singapore -  Singapore,Veh. Accid-Bus
5/8/2011,Singapore -  Singapore,Drowning
7/27/2011,Singapore -  Singapore,Suicide
1/1/2012,Singapore -  Singapore,Suicide
6/14/2012,Singapore -  Singapore,Suicide
8/16/2012,Singapore -  Singapore,Other Accident
11/21/2012,South China Sea -  Singapore,Drowning
4/28/2013,Singapore -  Singapore,Suicide
5/16/2013,Singapore -  Singapore,Suicide
5/31/2013,Singapore -  Singapore,Veh. Accid-Motorcy.
10/31/2013,Asia Garden -  Everton Park -  Singapore,Suicide
2/26/2014,Singapore,Suicide
1/1/2016,Singapore,Homicide
4/7/2019,Singapore -  Singapore,Veh. Accid-Auto
5/5/2019,Singapore -  Singapore,Terrorist Action
2/16/2006,Kralovsky Chlmec -  Slovakia,Suicide
6/12/2009,Krupina -  Slovakia,Veh. Accid-Other
3/27/2010,Vinosady - Pezinok -  Slovakia,Homicide
11/4/2011,Bratislava -  Slovakia,Suicide
8/14/2016,Piestany  - Lodenica,Suicide
4/24/2017,Bratislava,Suicide
7/31/2003,Liplje -  Slovenia,Veh. Accident-Motorcycle
8/2/2012,Koper -  Slovenia,Suicide
3/19/2013,Maribor -  Slovenia,Suicide
6/11/2013,Izola -  Slovenia,Veh. Accid-Other
6/29/2014, Planika,Other Accident
7/3/2014,Kobarid,Other Accident
12/14/2015,Piran,Suicide
2/10/2017,Ljubljana,Suicide
7/10/2018,Zatolmin - Tolmin - Primorska,Other Accident
7/23/2014,Mogadisho - Mogadisho,Terrorist Action
11/17/2014,Mogadishu - Mogadishu,Terrorist Action
12/25/2014,Mogadishu,Terrorist Action
3/27/2015,Mogadishu,Terrorist Action
10/14/2017,Modadishu,Terrorist Action
10/14/2017,Mogadishu,Terrorist Action
10/14/2017,Mogadishu,Terrorist Action
11/18/2002,Umtata -  Transkei -  South Africa,Drowning
12/6/2002,Cape Town -  South Africa,Veh. Accident-Auto
8/8/2003,Lynnwood Road -  Pretoria -  South Africa,Veh. Accident-Auto
9/9/2003,Cape Town -  South Africa,Homicide
11/26/2003,Johannesburg -  South Africa,Veh. Accident-Auto
12/24/2003,Fish Hoek -  Cape Town -  South Africa,Drowning
3/23/2004,Kokstad - Rural Road -  South Africa,Veh. Accident-Auto
9/12/2004,Pretoria -  Gauteng -  South Africa,Other Accident
9/12/2004,Pretoria -  Gauteng -  South Africa,Other Accident
12/20/2004,Centurion -  Pretoria -  South Africa,Veh. Accident-Auto
3/10/2005,Durban -  South Africa,Homicide
5/29/2005,Porterville -  South Africa,Other Accident
6/7/2005,Cape Town -  South Africa,Homicide
8/29/2005,Poplars Farm -  Arum Road -  Gonubie -  East London -  South Africa,Other Accident
